City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
229,Wiwili,NI,13.6268,-85.8254,76.17,86,92,4.18,overcast clouds,2022-07-21 14:24:00
230,Piacabucu,BR,-10.4056,-36.4344,79.54,60,97,8.34,overcast clouds,2022-07-21 14:24:01
231,Dandong,CN,40.1292,124.3947,68.36,87,57,4.5,broken clouds,2022-07-21 14:24:01
232,Nicoya,CR,10.1483,-85.452,76.53,89,100,2.77,overcast clouds,2022-07-21 14:24:02
233,Punta Alta,AR,-38.8759,-62.0736,48.07,44,37,5.91,scattered clouds,2022-07-21 14:24:02
234,Coquimbo,CL,-29.9533,-71.3436,53.33,93,100,5.75,overcast clouds,2022-07-21 14:24:02
235,Bereda,ES,43.2686,-7.5406,77.0,58,11,6.8,few clouds,2022-07-21 14:24:03
236,La Primavera,CO,5.4906,-70.4092,73.47,93,100,6.26,overcast clouds,2022-07-21 14:24:03
237,Kommunisticheskiy,RU,61.6789,64.4819,67.08,38,71,9.17,broken clouds,2022-07-21 14:24:03
238,Mumford,GH,5.2618,-0.759,76.86,69,28,12.66,scattered clouds,2022-07-21 14:24:04
239,Leh,IN,34.1667,77.5833,73.26,7,100,7.09,overcast clouds,2022-07-21 14:24:04
240,Belur,IN,13.1667,75.8667,71.13,89,87,6.44,overcast clouds,2022-07-21 14:24:05
241,Suluq,LY,31.6682,20.2521,87.91,33,0,21.36,clear sky,2022-07-21 14:24:05
242,Ust-Barguzin,RU,53.45,108.9833,56.7,72,100,3.44,overcast clouds,2022-07-21 14:24:05
243,Puerto Ayacucho,VE,5.6639,-67.6236,77.0,88,90,1.81,overcast clouds,2022-07-21 14:24:06
244,Bilibino,RU,68.0546,166.4372,33.8,70,29,6.93,scattered clouds,2022-07-21 14:19:42
245,Dingle,PH,10.9995,122.6711,78.4,89,100,5.32,overcast clouds,2022-07-21 14:24:06
246,Pak Chong,TH,14.708,101.4161,73.62,93,100,1.7,overcast clouds,2022-07-21 14:24:07
247,Ouadda,CF,8.0777,22.4007,78.73,80,94,2.93,moderate rain,2022-07-21 14:24:07
248,Dwarka,IN,22.2394,68.9678,83.35,79,97,19.24,overcast clouds,2022-07-21 14:24:07
249,Souillac,MU,-20.5167,57.5167,70.18,73,75,19.57,broken clouds,2022-07-21 14:24:08
250,Victoria,HK,22.2855,114.1577,89.19,74,1,5.99,clear sky,2022-07-21 14:21:23
251,Mosquera,CO,4.7059,-74.2302,57.29,77,75,4.61,broken clouds,2022-07-21 14:24:08
252,Helong,CN,42.5397,128.9972,64.35,94,100,3.44,overcast clouds,2022-07-21 14:24:08
253,Manokwari,ID,-0.8667,134.0833,79.61,80,77,4.0,broken clouds,2022-07-21 14:24:09
254,Provideniya,RU,64.3833,-173.3,39.43,75,100,9.28,overcast clouds,2022-07-21 14:24:09
255,Salgar,CO,5.965,-75.9654,67.73,92,100,1.14,overcast clouds,2022-07-21 14:24:10
256,Ahipara,NZ,-35.1667,173.1667,55.83,78,100,11.65,overcast clouds,2022-07-21 14:20:48
257,Nouadhibou,MR,20.931,-17.0347,78.78,69,20,9.22,few clouds,2022-07-21 14:24:10
258,Rocha,UY,-34.4833,-54.3333,61.77,84,52,9.69,broken clouds,2022-07-21 14:24:10
259,Sarkand,KZ,45.41,79.9186,82.98,25,1,6.44,clear sky,2022-07-21 14:24:11
260,Orthez,FR,43.4884,-0.7724,91.9,25,0,5.35,clear sky,2022-07-21 14:24:11
